"merge","id","id_str","name","screen_name","location","description","url","followers_count","friends_count","created_at","time_zone","lang","party"
"replynnjenkins",19658173,19658173,"Lynn Jenkins","RepLynnJenkins","Topeka","Proud to represent the 2nd District of Kansas. Vice Chair of the House Republican Conference. CPA.","http://t.co/CJ5DYqaInY",13506,4672,"Wed Jan 28 15:54:00 +0000 2009","Central Time (US & Canada)","en","R"
"repmaloney",258900199,258900199,"Carolyn  B. Maloney","RepMaloney","New York City","New York's 12th Congressional District - Manhattan, Brooklyn & Queens","http://t.co/G6SgsJbYJB",8566,3308,"Mon Feb 28 19:06:50 +0000 2011","Eastern Time (US & Canada)","en","D"
"repmarciafudge",153486399,153486399,"Marcia L. Fudge","RepMarciaFudge","Cleveland, OH","Congresswoman Fudge works on behalf of those living in Ohio's 11th district to create jobs, combat predatory lending, improve health care, and reform education","http://t.co/bvknUBdNTR",12114,1147,"Tue Jun 08 17:54:06 +0000 2010","Eastern Time (US & Canada)","en","D"
"repmarkmeadows",963480595,963480595,"Mark Meadows","RepMarkMeadows","Jackson County, NC","I am a businessman, husband and father proudly representing North Carolina's 11th Congressional District.","http://t.co/dlt2DoDh",5127,1583,"Thu Nov 22 02:20:50 +0000 2012","Eastern Time (US & Canada)","en","R"
"repmarkpocan",1206227149,1206227149,"U.S. Rep. Mark Pocan","repmarkpocan","Madison, WI and Washington, DC","I am honored to serve the people of Wisconsin's Second District in the U.S. House of Representatives.","http://t.co/0KnJxm6wBU",4194,1446,"Thu Feb 21 22:59:04 +0000 2013","Atlantic Time (Canada)","en","D"
"repmartharoby",224294785,224294785,"Rep. Martha Roby ","RepMarthaRoby","","Congressional Twitter account for U.S. Representative Martha Roby (R-AL)","http://t.co/z149AJXIkR",12193,2092,"Wed Dec 08 16:56:29 +0000 2010","Central Time (US & Canada)","en","R"
"repmccarthyny",150724371,150724371,"Rep Carolyn McCarthy","RepMcCarthyNY","Long Island, NY","U.S. Congresswoman (NY-04)","http://t.co/8WCoDniauV",4963,57,"Tue Jun 01 17:15:15 +0000 2010","Quito","en","D"
"repmcclintock",50152441,50152441,"Tom McClintock","RepMcClintock","Washington, DC","United States Representative, 4th District of California","http://t.co/M52pLVZcTJ",8067,0,"Wed Jun 24 00:21:07 +0000 2009","Eastern Time (US & Canada)","en","R"
"repmcgovern",242426145,242426145,"Rep. Jim McGovern","RepMcGovern","Massachusetts","Official Twitter account for Congressman Jim McGovern, of Massachusetts' 2nd Congressional District.","http://t.co/Xu0podl99A",11761,504,"Mon Jan 24 19:18:36 +0000 2011","Atlantic Time (Canada)","en","D"
"repmckinley",240427862,240427862,"David B. McKinley","RepMcKinley","","Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee.","http://t.co/5H1HsbP76e",6874,204,"Wed Jan 19 22:29:00 +0000 2011","Central Time (US & Canada)","en","R"
"repmcnerney",385429543,385429543,"Jerry McNerney","RepMcNerney","Stockton, CA","Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J","http://t.co/GOFOgB5Ch5",4321,484,"Wed Oct 05 13:52:58 +0000 2011","Eastern Time (US & Canada)","en","D"
"repmeehan",248850174,248850174,"Patrick Meehan","RepMeehan","","Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives","http://t.co/bQHkoA5zCp",7202,917,"Mon Feb 07 21:19:34 +0000 2011","Eastern Time (US & Canada)","en","R"
"repmgriffith",234057152,234057152,"Morgan Griffith","RepMGriffith","9th District of Virginia","Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.","http://t.co/DxAGNTJ5Ux",7050,410,"Tue Jan 04 19:05:24 +0000 2011","Eastern Time (US & Canada)","en","R"
"repmichaelgrimm",235239775,235239775,"Rep. Michael Grimm","repmichaelgrimm","Staten Island, NY","","http://t.co/98epL8aIfa",7805,100,"Fri Jan 07 18:08:22 +0000 2011","Quito","en","R"
"repmickmulvaney",240385577,240385577,"Rep. Mick Mulvaney","RepMickMulvaney","South Carolina's 5th District","","http://t.co/dKqxSxCsLK",8451,6125,"Wed Jan 19 20:18:39 +0000 2011","Eastern Time (US & Canada)","en","R"
"repmikecoffman",19407835,19407835,"Rep. Mike Coffman","RepMikeCoffman","Aurora, CO or Washington D.C.","Member of Congress representing Colorado's 6th District; Marine Corps combat veteran; 30 Rock fan. RTs/follows do not mean endorsement.","http://t.co/WxboE0uIfV",13581,1314,"Fri Jan 23 19:04:01 +0000 2009","Eastern Time (US & Canada)","en","R"
"repmikehonda",16583468,16583468,"Rep. Mike Honda","RepMikeHonda","San Jose, CA","Official account of Rep. Mike Honda, representing Silicon Valley in Congress. RTs are not endorsements. Tweets are written or authorized by Rep. Mike Honda.","http://t.co/boI3F7o7qT",14746,573,"Fri Oct 03 20:18:31 +0000 2008","Pacific Time (US & Canada)","en","D"
"repmikemcintyre",217547360,217547360,"Rep. Mike McIntyre","RepMikeMcIntyre","","I'm grateful for the privilege to represent Southeastern NC in the U.S Congress. My wife, Dee, & I live in Lumberton & are blessed with two sons, Josh & Stephen","http://t.co/vASQxHSWAr",5226,146,"Fri Nov 19 20:48:50 +0000 2010","Eastern Time (US & Canada)","en","D"
"repmikemichaud",19918558,19918558,"Mike Michaud","RepMikeMichaud","Maine and Washington, DC","Representative of Maine's Second Congressional District","http://t.co/R3l2AxTakR",9355,10,"Mon Feb 02 17:42:15 +0000 2009","Eastern Time (US & Canada)","en","D"
"repmikepompeo",244268646,244268646,"Mike Pompeo","RepMikePompeo","","U.S. Congressman representing KS-04. West Point. General Aviation. Manufacturing. Energy. Free markets. My staff helps me on Twitter. RTs aren't endorsements.","http://t.co/HjFeeD3BBe",6906,1350,"Fri Jan 28 22:54:50 +0000 2011","Eastern Time (US & Canada)","en","R"
"repmikequigley",56864092,56864092,"Mike Quigley","RepMikeQuigley","Chicago, IL; Washington, DC","#IL05 Congressman, House Appropriator, amatuer hockey player & hopeful Cubs fan http://t.co/5yN2YpERXm
http://t.co/FMe57EKNia","http://t.co/wINsdAOzI8",10151,1787,"Wed Jul 15 00:10:43 +0000 2009","Central Time (US & Canada)","en","D"
"repmikerogersal",33977070,33977070,"Mike Rogers","RepMikeRogersAL","Washington, D.C./Anniston, AL","I am proud to represent Alabama's Third Congressional District.","http://t.co/aSJbjLAmLt",11038,2829,"Tue Apr 21 17:43:28 +0000 2009","Eastern Time (US & Canada)","en","R"
"repmiketurner",51228911,51228911,"US Rep. Mike Turner","RepMikeTurner","Washington, DC and Dayton, OH","I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10","http://t.co/hhH39SKxLO",5946,913,"Fri Jun 26 21:15:07 +0000 2009","Eastern Time (US & Canada)","en","R"
"repmobrooks",237299871,237299871,"Mo Brooks","RepMoBrooks","Alabama","Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.","http://t.co/XErdLh9N6C",7733,1961,"Wed Jan 12 14:46:14 +0000 2011","Eastern Time (US & Canada)","en","R"
"repmurphyfl",1128781184,1128781184,"Rep. Patrick Murphy","RepMurphyFL","Florida 18","Rep. Patrick E. Murphy represents Martin, St. Lucie, and northern Palm Beach counties in the U.S. House of Representatives.","http://t.co/yBTcpUI0cT",4051,683,"Mon Jan 28 17:56:38 +0000 2013","Eastern Time (US & Canada)","en","D"
"reppaulbrounmd",18811140,18811140,"Paul Broun","RepPaulBrounMD","Athens, GA","I’m proud to serve the Tenth District of Georgia in the U.S. House of Representatives.","http://t.co/ETRmjHqLpQ",13587,2799,"Fri Jan 09 19:06:27 +0000 2009","Eastern Time (US & Canada)","en","R"
"reppaulcook",1074412920,1074412920,"Rep. Paul Cook","RepPaulCook","Apple Valley, California ","Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi","http://t.co/vy6a8Rp8SU",2766,1019,"Wed Jan 09 17:43:44 +0000 2013",NA,"en","R"
"reppaulryan",18916432,18916432,"Paul Ryan","RepPaulRyan","Janesville, WI","Office of Representative Paul Ryan. Staff updates on Paul’s work for Wisconsin and House Budget Committee.  Follow Paul himself @PRyan.","http://t.co/P6vyvbMfDw",411004,1,"Mon Jan 12 21:31:25 +0000 2009","Central Time (US & Canada)","en","R"
"reppaultonko",84119348,84119348,"Paul Tonko","RepPaulTonko","","Promoting jobs, innovation and middle class for NY-20 in Congress. RT or follows are not endorsements. Account managed by staff & Rep. Tonko.","http://t.co/63lCEfymAj",8703,1228,"Wed Oct 21 17:24:57 +0000 2009","Eastern Time (US & Canada)","en","D"
"repperlmutter",20552026,20552026,"Rep Ed Perlmutter","RepPerlmutter","Washington DC, 7th District of","Member of US House of Representatives","http://t.co/NZmeXSnqTP",10351,828,"Tue Feb 10 22:17:52 +0000 2009","Eastern Time (US & Canada)","en","D"
"reppetegallego",1072453910,1072453910,"Pete Gallego","RepPeteGallego","","Representing #TX23. Proud to serve constituents on House Armed Services & Agriculture Committees. Sul Ross State & UT Law graduate. Like people - not politics.","http://t.co/LnRnxHKAqS",4227,764,"Wed Jan 09 00:52:58 +0000 2013","Eastern Time (US & Canada)","en","D"
"reppeteking",18277655,18277655,"Rep. Pete King","RepPeteKing","Seaford, New York","Representing New York's 2nd Congressional District","http://t.co/KPR17HxYvl",18584,95,"Sun Dec 21 02:49:32 +0000 2008","Eastern Time (US & Canada)","en","R"
"reppeterdefazio",252249233,252249233,"Rep Peter DeFazio","RepPeterDeFazio","","Representing the 4th Congressional District in Oregon","http://t.co/QVPjYtiwNC",8459,741,"Mon Feb 14 20:20:20 +0000 2011","Pacific Time (US & Canada)","en","D"
"repphilgingrey",32506723,32506723,"Rep Phil Gingrey, MD","RepPhilGingrey","Washington, DC","Rep. Phil Gingrey, M.D., is a a pro-life OB/GYN physician representing Georgia's 11th Congressional District.","http://t.co/KopicAy18o",14033,1090,"Fri Apr 17 18:17:01 +0000 2009","Eastern Time (US & Canada)","en","R"
"repraulgrijalva",28602948,28602948,"Raul M. Grijalva","RepRaulGrijalva","Washington, D.C.","","http://t.co/IcLwlG7hqR",12671,272,"Fri Apr 03 16:55:32 +0000 2009","Quito","en","D"
"repreneeellmers",213634439,213634439,"Rep. Renee Ellmers","RepReneeEllmers","NC's Second District","I am honored to serve the Second District of North Carolina in the United States Congress. Follow my work in Washington and #NC02.","http://t.co/R42q8KIZHZ",14404,6511,"Tue Nov 09 12:15:55 +0000 2010","Eastern Time (US & Canada)","en","R"
"repribble",234053893,234053893,"Reid Ribble","RepRibble","Appleton, WI","Proudly serving as the Representative for Wisconsin's 8th Congressional District.","http://t.co/4tAXA5I6D9",7003,553,"Tue Jan 04 18:55:59 +0000 2011",NA,"en","R"
"reprichardhanna",236899846,236899846,"Rep. Richard Hanna","RepRichardHanna","","A self-made businessman, husband and father committed to representing the people of New York's 22nd Congressional District.","http://t.co/ZiSIYVANMc",7696,426,"Tue Jan 11 16:34:58 +0000 2011","Eastern Time (US & Canada)","en","R"
"reprichmond",267854863,267854863,"Rep Cedric Richmond","RepRichmond","","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.","http://t.co/SUcIB89W63",6461,857,"Thu Mar 17 17:30:45 +0000 2011","Quito","en","D"
"reprichnugent",236479311,236479311,"Rich Nugent","RepRichNugent","FL-11 and Washington DC","Proudly Representing Florida's 11th Congressional District","http://t.co/AtlnqSnpuz",2667,172,"Mon Jan 10 17:48:59 +0000 2011",NA,"en","R"
"reprickcrawford",233693291,233693291,"Rep Rick Crawford","RepRickCrawford","Washington, DC","Representing Arkansas's First District in the United States Congress","http://t.co/8JmttzqjRR",7834,1234,"Mon Jan 03 21:57:49 +0000 2011","Central Time (US & Canada)","en","R"
"repricklarsen",404132211,404132211,"Rep. Rick Larsen","RepRickLarsen","Washington's 2nd District","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee","http://t.co/2eHh43tMLB",4118,1241,"Thu Nov 03 13:59:42 +0000 2011","Eastern Time (US & Canada)","en","D"
"reproberthurt",234837632,234837632,"Rep. Robert Hurt ","RepRobertHurt","","Congressman For Virginia's 5th District. You can also keep up with me on Facebook: http://t.co/tFVsemZWnP","http://t.co/2E3gUw7kCI",7145,527,"Thu Jan 06 18:01:58 +0000 2011","Eastern Time (US & Canada)","en","R"
"repronbarber",612117635,612117635,"RepRonBarber","RepRonBarber","Tucson, AZ","Member of Congress from Arizona’s 2nd District.","http://t.co/O9ALTPIskY",4122,237,"Tue Jun 19 00:10:53 +0000 2012",NA,"en","D"
"repronkind",112740986,112740986,"Rep. Ron Kind","RepRonKind","Washington, DC","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.","http://t.co/SLDLcEvDEk",6447,562,"Tue Feb 09 15:14:02 +0000 2010","Central Time (US & Canada)","en","D"
"reprwilliams",1077446982,1077446982,"Rep. Roger Williams","RepRWilliams","Central Texas","I am honored to represent the 25th Congressional District of Texas. Member of Budget & @Transport Committee.","http://t.co/JVoBEX18T4",2044,517,"Thu Jan 10 19:21:22 +0000 2013","Eastern Time (US & Canada)","en","R"
"repsamfarr",158398519,158398519,"Congressman Sam Farr","RepSamFarr","","Congressman Sam Farr represents California's Central Coast and is the Ranking Member on the House Agriculture Appropriations Subcommittee.","http://t.co/peic5yFHXJ",7953,809,"Tue Jun 22 15:30:19 +0000 2010","Eastern Time (US & Canada)","en","D"
"repsandylevin",25781141,25781141,"Sandy Levin","repsandylevin","","Congressman Sandy Levin representing Michigan’s 9th Congressional District. Ranking Member of the House Ways and Means Committee.","http://t.co/37D2qhVvNn",16597,14664,"Sun Mar 22 04:32:56 +0000 2009","Quito","en","D"
"repsarbanes",364415553,364415553,"Rep. John Sarbanes","RepSarbanes","Maryland","Representing Maryland’s 3rd District. Fighting big money in politics so that we can return to a government of, by and for the people.","http://t.co/XXFLwSfFLV",4310,580,"Mon Aug 29 18:44:47 +0000 2011","Eastern Time (US & Canada)","en",NA
"repschneider",1071840474,1071840474,"Rep. Brad Schneider","RepSchneider","Illinois","Proud to represent the people of Illinois's 10th Congressional District","http://t.co/sVfHx7ZP",3488,683,"Tue Jan 08 19:59:14 +0000 2013",NA,"en","D"
"repschrader",20545793,20545793,"Rep. Kurt Schrader","RepSchrader","Oregon","Proudly representing Oregon's 5th Congressional District","http://t.co/idnXprkzal",8837,661,"Tue Feb 10 21:04:21 +0000 2009","Pacific Time (US & Canada)","en","D"
"repscottperry",18773159,18773159,"RepScottPerry","RepScottPerry","","Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).","http://t.co/eu7DgRNJJj",4754,2440,"Thu Jan 08 18:29:58 +0000 2009","Eastern Time (US & Canada)","en","R"
"repscottpeters",1135486501,1135486501,"Rep. Scott Peters","RepScottPeters","San Diego, Poway, Coronado","Proud to serve California's 52nd District. Armed Services & Science, Space & Tech Cmtes. @HouseNewDems. Innovation / Environment / Military / Vets / Border","http://t.co/IHSIVY5xxx",3971,710,"Wed Jan 30 23:28:14 +0000 2013","Arizona","en","D"
"repscottrigell",221793778,221793778,"Rep. Scott Rigell","RepScottRigell","Virginia Beach, VA","It is a privilege to serve and represent Virginia's
 2nd Congressional District.","http://t.co/NT1QdUlwlQ",8571,2575,"Wed Dec 01 16:41:57 +0000 2010","Quito","en","R"
"repseanduffy",234022257,234022257,"Sean Duffy","RepSeanDuffy","","I am a devoted husband of one, proud father of seven and the Representative for Wisconsin's Seventh District. Also at http://t.co/9KamT0WmS0.","http://t.co/Xz3AA8pXem",13211,2582,"Tue Jan 04 17:28:01 +0000 2011","Central Time (US & Canada)","en","R"
"repsheaporter",126171100,126171100,"Rep. Shea-Porter","RepSheaPorter","","Proudly serving New Hampshire's First District in the U.S. House of Representatives.
https://t.co/fHOFp4xW","http://t.co/9YOfQg1H",3420,451,"Thu Mar 25 01:42:47 +0000 2010","Eastern Time (US & Canada)","en","D"
"repshelley",193794406,193794406,"Shelley Moore Capito","RepShelley","","I represent West Virginia's 2nd Congressional District. Chairman of Subcommittee on Financial Institutions & Consumer Credit. Senior Member of T&I Committee","http://t.co/MNoFX5JWGm",10607,925,"Wed Sep 22 18:06:14 +0000 2010","Central Time (US & Canada)","en","R"
"repshimkus",15600527,15600527,"John Shimkus","RepShimkus","DC & IL-15","I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee. #tcot","http://t.co/VY7n5soIY0",11904,883,"Fri Jul 25 17:01:16 +0000 2008","Eastern Time (US & Canada)","en","R"
"repsinema",1080844782,1080844782,"Kyrsten Sinema","RepSinema","","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.","http://t.co/1dYitNF4Wg",7942,701,"Fri Jan 11 20:31:03 +0000 2013","Eastern Time (US & Canada)","en","D"
"repsires",18696134,18696134,"Albio Sires","RepSires","Washington, DC","U.S. Representative for New Jersey's 8th Congressional District","http://t.co/HW6WuZesn2",7789,173,"Tue Jan 06 21:22:37 +0000 2009","Eastern Time (US & Canada)","en","D"
"repspeier",24913074,24913074,"Jackie Speier","RepSpeier","","represents California's 14th Congressional District. House Armed Services Committee, Committee on Oversight and Government Reform.","http://t.co/riEFCSOgog",13523,1066,"Tue Mar 17 17:02:38 +0000 2009","Quito","en","D"
"repstevechabot",237750442,237750442,"Steve Chabot","RepSteveChabot","Cincinnati, Ohio","Proudly Representing the First Congressional District of Ohio  @SmallBizGOP @HouseJudiciary & @HouseForeign","http://t.co/CHMPE1nlRj",9246,5812,"Thu Jan 13 15:03:08 +0000 2011","Central Time (US & Canada)","en","R"
"repsteveisrael",20002401,20002401,"Steve Israel","RepSteveIsrael","Huntington, NY","Representing New York's 3rd Congressional District in the House of Representatives.","http://t.co/c4JneaBU60",14658,503,"Tue Feb 03 20:45:30 +0000 2009","Central Time (US & Canada)","en","D"
"repstevepearce",235271965,235271965,"Steve Pearce","RepStevePearce","Hobbs, NM","I represent New Mexico's Second Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.","http://t.co/PzmnS9QEXX",6372,685,"Fri Jan 07 19:44:44 +0000 2011","Mountain Time (US & Canada)","en","R"
"repstevestivers",211420609,211420609,"Steve Stivers","RepSteveStivers","","Proud to represent the citizens of Ohio's 15th Congressional District.","http://t.co/ccc8OvsbWo",8177,910,"Wed Nov 03 05:57:36 +0000 2010","Central Time (US & Canada)","en","R"
"repstutzman",211901075,211901075,"Rep. Marlin Stutzman","RepStutzman","#IN03 / Washington, DC","","http://t.co/UVXzCA4TP4",5380,228,"Thu Nov 04 16:00:16 +0000 2010","Eastern Time (US & Canada)","en","R"
"repsusandavis",432771620,432771620,"Rep. Susan Davis","RepSusanDavis","","Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees","http://t.co/Ri7aOJZabs",2709,66,"Fri Dec 09 19:22:25 +0000 2011","Atlantic Time (Canada)","en","D"
"repteddeutch",137794015,137794015,"Rep. Ted Deutch","RepTedDeutch","Boca Raton, FL","Serves Florida's 21st District. Sponsor of Democracy for All Amendment. Top Dem on Middle East Subcommittee. Member, Judiciary Committee. Proud husband & Dad!","http://t.co/iUVOHtXTju",9152,1341,"Tue Apr 27 19:51:54 +0000 2010","Eastern Time (US & Canada)","en","D"
"reptedyoho",1071900114,1071900114,"Ted Yoho","RepTedYoho","","Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees","http://t.co/1SnsOiv0kl",3388,327,"Tue Jan 08 20:25:18 +0000 2013","Eastern Time (US & Canada)","en","R"
"repterrisewell",381152398,381152398,"Rep. Terri A. Sewell","RepTerriSewell","Washington, DC","Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk","http://t.co/yrYBXVxk6W",7604,4005,"Tue Sep 27 20:47:50 +0000 2011",NA,"en","D"
"reptimgriffin",201079432,201079432,"Rep. Tim Griffin","RepTimGriffin","Washington, DC","Fifth generation Arkansan and @USArmy Reserve lieutenant colonel proudly representing Arkansas's Second Congressional District (#AR2).","http://t.co/ls47M7YZ3M",11842,3961,"Mon Oct 11 01:14:22 +0000 2010","Eastern Time (US & Canada)","en","R"
"reptimmurphy",117777832,117777832,"Rep. Tim Murphy","RepTimMurphy","Southwestern Pennsylvania","U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.","http://t.co/8IjftvA9zW",7278,449,"Fri Feb 26 15:45:58 +0000 2010","Eastern Time (US & Canada)","en","R"
"reptimryan",13491312,13491312,"Congressman Tim Ryan","RepTimRyan","Warren, OH","Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress","http://t.co/AfCE33OzuX",19993,1407,"Thu Feb 14 21:57:32 +0000 2008","Central Time (US & Canada)","en","D"
"reptimwalz",1262814457,1262814457,"Tim Walz","RepTimWalz","","Teacher, Football Coach, Command Sgt. Major. Proudly representing Minnesota's First Congressional District.","http://t.co/yeUFIgpI3J",2017,753,"Tue Mar 12 20:27:45 +0000 2013",NA,"en","D"
"reptipton",242873057,242873057,"Scott Tipton","RepTipton","","Representative of Colorado's 3rd Congressional District","http://t.co/zWxC16Igvd",6906,1120,"Tue Jan 25 20:01:25 +0000 2011","Atlantic Time (Canada)","en","R"
"reptoddyoung",234128524,234128524,"Rep. Todd Young","RepToddYoung","Indiana's 9th District","I serve the people of #IN09 in Congress. Contact our offices at 812-288-3999 (Jeffersonville), 812-336-3000 (Bloomington) or 202-225-5315 (Washington, DC).","http://t.co/zPVchT7xlK",7403,421,"Tue Jan 04 22:35:16 +0000 2011","Eastern Time (US & Canada)","en","R"
"reptomcotton",968650362,968650362,"Tom Cotton","RepTomCotton","","U.S. Congressman proudly serving the 4th Congressional District of Arkansas Sign up for my newsletter here: http://t.co/hAj20C4rrT","http://t.co/GRnRenyV",7610,322,"Sat Nov 24 19:33:10 +0000 2012","Eastern Time (US & Canada)","en","R"
"reptommarino",240363117,240363117,"Rep. Tom Marino","RepTomMarino","Pennsylvania","Workin' hard for the people of Pennsylvania's 10th Congressional District. I came to Washington to make sure they are truly represented here.","http://t.co/vUAMh0bmE0",12314,962,"Wed Jan 19 19:11:27 +0000 2011","Eastern Time (US & Canada)","en","R"
"reptomprice",6577802,6577802,"Tom Price","RepTomPrice","Washington, D.C. ","Representative from Georgia's Sixth Congressional District and Vice Chairman of the House Budget Committee.","http://t.co/ENQQAp6tTH",23233,3093,"Mon Jun 04 19:24:39 +0000 2007","Eastern Time (US & Canada)","en","R"
"reptomreed",252819323,252819323,"Tom Reed","RepTomReed","","Tom Reed represents New York's 23rd Congressional District","http://t.co/IqT9uqukZl",6146,171,"Wed Feb 16 00:03:43 +0000 2011","Eastern Time (US & Canada)","en","R"
"reptrentfranks",24773493,24773493,"Rep. Trent Franks","RepTrentFranks","Peoria, AZ","Representing Arizona's Eighth Congressional District.","http://t.co/aGa34u0Mxh",15753,1251,"Mon Mar 16 21:27:49 +0000 2009","Quito","en","R"
"repveasey",1074129612,1074129612,"Rep. Marc Veasey","RepVeasey","Dallas-Fort Worth, Texas","Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW","http://t.co/MuCQE2uJdQ",4095,2715,"Wed Jan 09 15:49:27 +0000 2013",NA,"en","D"
"repvisclosky",193872188,193872188,"Rep. Pete Visclosky","RepVisclosky","Northwest, IN - Washington, DC","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE","http://t.co/NunATQ3IeS",4285,859,"Wed Sep 22 21:24:46 +0000 2010","Central Time (US & Canada)","en","D"
"repwalberg",237862972,237862972,"Rep Tim Walberg","RepWalberg","MI 7th Congressional District","Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav","http://t.co/ps36JMcXXV",7130,431,"Thu Jan 13 20:26:26 +0000 2011","Quito","en","R"
"repwalorski",1065995022,1065995022,"Jackie Walorski","RepWalorski","","Representing Indiana's Second Congressional District","http://t.co/1c3JNm0kJ5",3728,696,"Sun Jan 06 15:41:40 +0000 2013","Atlantic Time (Canada)","en","R"
"repwalterjones",26778110,26778110,"Rep. Walter Jones","RepWalterJones","Eastern North Carolina","Congressman Walter B. Jones represents the Third Congressional District of North Carolina #NC03","http://t.co/G0tNMT3Ges",11491,140,"Thu Mar 26 15:50:58 +0000 2009","Eastern Time (US & Canada)","en","R"
"repwebster",281540744,281540744,"Daniel Webster","RepWebster","Central Florida","A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.","http://t.co/b57txtC4Hx",5083,307,"Wed Apr 13 13:47:05 +0000 2011","Eastern Time (US & Canada)","en","R"
"repwestmoreland",137407124,137407124,"Lynn Westmoreland","RepWestmoreland","","U.S. Congressman representing Georgia's Third Congressional District.","http://t.co/E0hBA3IvbQ",7497,497,"Mon Apr 26 17:19:38 +0000 2010","Eastern Time (US & Canada)","en","R"
"repwilson",234014087,234014087,"Frederica Wilson","RepWilson","Washington DC","Congresswoman from the 24th District of Florida; former elementary school principal and school board member; grandmother of four beautiful grandkids","http://t.co/kFPGLDFQ6U",8639,2639,"Tue Jan 04 17:08:09 +0000 2011","Eastern Time (US & Canada)","en","D"
"repwolfpress",237418907,237418907,"Frank Wolf","RepWOLFPress","Washington, D.C.","U.S. Representative, 10th District of Virginia","http://t.co/nkarAyJ4R1",5233,378,"Wed Jan 12 20:12:13 +0000 2011","Eastern Time (US & Canada)","en","R"
"repzoelofgren",267938462,267938462,"Rep. Zoe Lofgren","RepZoeLofgren","","Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy","http://t.co/gxyqi3ANcp",5648,45,"Thu Mar 17 21:06:21 +0000 2011","Eastern Time (US & Canada)","en","D"
"robert_aderholt",76452765,76452765,"Rep. Robert Aderholt","Robert_Aderholt","Haleyville, AL","Proudly serving the 4th Congressional District of Alabama in Congress","http://t.co/pt2xdCLfZI",7820,65,"Tue Sep 22 21:16:37 +0000 2009","Central Time (US & Canada)","en","R"
